S/N,review_text,category
206,On numerous occassions products show available and when you place the order it is out of stock and when you check the app the produst shows available,delivery_shipping
207,"very bad customer service, fake offers fake voucher I deactivate my account",customer_service
209,Their service is not good because I ordered items on 9th and I was given 15th and 16th and yet I haven't received the items,delivery_shipping
210,I mean it is what it is. 50/50 chance you'll get what was ordered or a picture of it at least....LOL,delivery_shipping
211,actually for online order I just use this app but tonight my order came 2 hours late we ate cold meals😭. and 3 courier contacted me with so many excuses!! I mentioned i have 100gel he told me I have no change is it ok?I told him no because my order was arround 40gel why I should give tip 60 gel 🫤about hualing area preference courier are with motorbike💯 to enter easier without issues in the entrance it's delivery service we're client🤷 thank you Glovo please manage this issue,delivery_shipping
212,I've ordered 2 items only received 1. and they promised to credit my account in the next 5 minutes. I'm still waiting even now. horrible experience. I wouldn't refer anyone. horrible experience 😪,refund_return
213,Worst app ever they dont refund the money aftersale is applied!!,refund_return
214,2nd experience being delivered expired items.. Ordered cheese and was given expired passed sell by date cheese. Had to reorder and still waiting for the 2nd order.. Double delivery fee also paid now + lunch delayed by a hour atleast due to this... Did request a refund for 1 first order however the inconvenience that this has caused I wish I just drove to the shop myself.,product_defect
215,"When a product is missing and the store removes it from the order, you won't receive your money back fully! Sometimes you won't receive the money back at all! Store stocks are also not updated in real time, and they might not have the product you're ordering, creating the problem above. Please do better!",refund_return
216,glovo has low support,customer_service
217,not all items a deal. most are junk,product_defect
220,delivery day is too long,delivery_shipping
221,most things r true to some point or another. the material in clothing is cheap and poorly made and some items are miss represented but they do refund and exchange so keep ur eyes open and read reviews.,product_defect
222,Smooth Order,general_inquiry
223,Your order cancellation or editing sucks everything else awesome,subscription_cancel
224,some items are cheaply made and not worth the money,product_defect
